Дата	Отдел.Код	Товар.Код	Час	Количество	Сумма
08.09.2004	1	33514	12	1	
08.09.2004	1	45911	18	1	
08.09.2004	1	52458	18	1	
08.09.2004	1	57923	19	1	
08.09.2004	1	71804	9	2	
08.09.2004	1	75406	10	1	
08.09.2004	1	83215	10	1	
08.09.2004	1	83563	18	1	
08.09.2004	2	10350	15	1	
08.09.2004	2	10350	17	1	
08.09.2004	2	24061	20	1	
08.09.2004	2	28092	20	1	
08.09.2004	2	31050	17	1	
08.09.2004	2	33338	18	1	
08.09.2004	2	33340	20	1	
09.09.2004	1	477	17	2	
09.09.2004	1	828	16	1	
09.09.2004	1	828	19	3	
09.09.2004	1	10350	18	1	
09.09.2004	1	12007	19	1	
09.09.2004	1	14185	15	1	
09.09.2004	1	21269	16	1	
09.09.2004	1	24061	15	1	
09.09.2004	1	28560	17	1	
09.09.2004	1	31050	12	1	
09.09.2004	1	31050	14	1	
09.09.2004	1	31050	16	1	
09.09.2004	1	32273	10	1	
09.09.2004	1	32273	17	1	
09.09.2004	1	33338	17	2	
09.09.2004	1	33338	18	1	
09.09.2004	1	33514	19	2	
09.09.2004	1	45810	15	1	
09.09.2004	1	45910	9	1	
09.09.2004	1	66642	19	1	
09.09.2004	2	20013	20	1	
09.09.2004	2	27490	18	1	
09.09.2004	2	31050	17	1	
09.09.2004	2	51407	14	1	
09.09.2004	2	71804	17	1	
09.09.2004	2	71804	18	1	
09.09.2004	2	79038	21	1	
10.09.2004	1	1151	12	1	
10.09.2004	1	11829	11	5	
10.09.2004	1	32540	19	1	
10.09.2004	1	38453	15	1	
10.09.2004	1	43711	15	1	
10.09.2004	1	43723	15	1	
10.09.2004	1	52458	11	1	
10.09.2004	1	58040	20	1	
10.09.2004	1	65841	14	1	
10.09.2004	1	79052	18	2	
10.09.2004	1	82154	16	1	
10.09.2004	1	82545	20	1	
10.09.2004	1	84769	12	1	
10.09.2004	1	84846	16	1	
10.09.2004	1	84846	20	1	
10.09.2004	2	10650	18	1	
10.09.2004	2	11824	16	1	
10.09.2004	2	42879	12	1	
10.09.2004	2	56777	19	1	
10.09.2004	2	65841	21	1	
10.09.2004	2	82545	14	1	
10.09.2004	2	82545	18	1	
10.09.2004	2	84812	15	1	
11.09.2004	1	828	12	2	
11.09.2004	1	40358	19	1	
11.09.2004	1	52458	12	1	
11.09.2004	1	71804	12	1	
11.09.2004	1	78981	18	1	
11.09.2004	2	11242	16	1	
11.09.2004	2	14185	13	1	
11.09.2004	2	14185	19	1	
11.09.2004	2	32273	18	1	
11.09.2004	2	32273	21	1	
11.09.2004	2	33340	15	1	
11.09.2004	2	36259	12	1	
11.09.2004	2	69349	17	1	
12.09.2004	1	12007	12	1	
12.09.2004	1	12742	15	1	
12.09.2004	1	32270	12	1	
12.09.2004	1	32435	11	2	
12.09.2004	1	50850	9	1	
12.09.2004	1	51407	19	1	
12.09.2004	1	57922	11	1	
12.09.2004	1	58592	14	1	
12.09.2004	1	65841	17	1	
12.09.2004	1	82545	11	1	
12.09.2004	2	10258	10	1	
12.09.2004	2	21270	15	1	
12.09.2004	2	32540	14	2	
12.09.2004	2	43723	20	2	
12.09.2004	2	82545	14	1	
12.09.2004	2	82627	16	10	
12.09.2004	2	83563	10	1	
13.09.2004	1	28551	11	1	
13.09.2004	1	31050	19	1	
13.09.2004	1	31050	20	1	
13.09.2004	1	32427	18	1	
13.09.2004	1	32540	13	1	
13.09.2004	1	32540	18	1	
13.09.2004	1	43711	15	1	
13.09.2004	1	43711	16	1	
13.09.2004	1	51407	10	1	
13.09.2004	1	51407	14	1	
13.09.2004	1	71804	19	1	
13.09.2004	1	78981	12	1	
13.09.2004	1	83149	20	1	
13.09.2004	2	32270	15	1	
13.09.2004	2	32540	17	1	
13.09.2004	2	33068	14	1	
13.09.2004	2	40372	12	1	
13.09.2004	2	43723	19	4	
13.09.2004	2	83794	17	2	
13.09.2004	2	84619	16	5	
13.09.2004	2	84812	11	1	
14.09.2004	1	2827	16	1	
14.09.2004	1	11829	18	2	
14.09.2004	1	31050	17	1	
14.09.2004	1	32270	12	1	
14.09.2004	1	45816	17	1	
14.09.2004	2	10258	16	1	
14.09.2004	2	10350	18	1	
14.09.2004	2	21269	20	1	
14.09.2004	2	32540	18	1	
14.09.2004	2	33461	14	1	
14.09.2004	2	56777	16	1	
14.09.2004	2	74841	18	1	
15.09.2004	1	828	16	1	
15.09.2004	1	1151	14	1	
15.09.2004	1	11292	15	1	
15.09.2004	1	21269	14	1	
15.09.2004	1	28558	20	1	
15.09.2004	1	31050	10	1	
15.09.2004	1	31050	11	1	
15.09.2004	1	38453	13	1	
15.09.2004	1	40349	18	1	
15.09.2004	1	43711	19	2	
15.09.2004	1	52458	14	1	
15.09.2004	1	84902	10	1	
15.09.2004	1	84907	12	1	
15.09.2004	1	84907	13	2	
15.09.2004	1	84907	16	2	
15.09.2004	2	828	10	1	
15.09.2004	2	10350	19	1	
15.09.2004	2	28092	13	1	
15.09.2004	2	31054	14	1	
15.09.2004	2	31054	20	1	
15.09.2004	2	36259	15	1	
15.09.2004	2	38453	17	1	
16.09.2004	1	1148	16	1	
16.09.2004	1	24910	15	2	
16.09.2004	1	33461	14	1	
16.09.2004	1	43711	13	3	
16.09.2004	1	43711	16	2	
16.09.2004	1	52458	12	1	
16.09.2004	1	71804	17	2	
16.09.2004	1	82154	12	1	
16.09.2004	1	83149	18	1	
16.09.2004	1	83215	13	1	
16.09.2004	2	848	19	1	
16.09.2004	2	10350	20	1	
16.09.2004	2	10650	17	1	
16.09.2004	2	31054	17	1	
16.09.2004	2	36259	13	1	
16.09.2004	2	38453	15	1	
16.09.2004	2	40358	20	1	
16.09.2004	2	83052	20	1	
17.09.2004	1	828	11	2	
17.09.2004	1	7537	16	1	
17.09.2004	1	11945	15	1	
17.09.2004	1	21269	17	1	
17.09.2004	1	45810	15	1	
17.09.2004	1	45816	17	1	
17.09.2004	1	58592	12	1	
17.09.2004	1	78981	19	1	
17.09.2004	1	78983	11	1	
17.09.2004	1	82545	16	1	
17.09.2004	1	83052	10	1	
17.09.2004	1	83052	12	1	
17.09.2004	1	83215	13	1	
17.09.2004	2	11291	18	1	
17.09.2004	2	21269	17	1	
17.09.2004	2	31054	20	1	
17.09.2004	2	32540	17	2	
17.09.2004	2	32540	18	4	
17.09.2004	2	42879	18	1	
17.09.2004	2	51407	10	2	
17.09.2004	2	82545	12	1	
17.09.2004	2	82545	17	1	
17.09.2004	2	83215	12	1	
17.09.2004	2	83215	20	1	
18.09.2004	1	11945	11	1	
18.09.2004	1	31050	11	1	
18.09.2004	1	31050	17	1	
18.09.2004	1	32273	10	1	
18.09.2004	1	32273	15	1	
18.09.2004	1	40349	15	1	
18.09.2004	1	43711	16	2	
18.09.2004	1	79052	14	7	
18.09.2004	1	84846	17	1	
18.09.2004	1	84907	11	1	
18.09.2004	2	10350	11	1	
18.09.2004	2	28551	11	1	
18.09.2004	2	32540	11	2	
18.09.2004	2	32540	14	1	
18.09.2004	2	33514	14	2	
18.09.2004	2	82545	13	1	
18.09.2004	2	82616	19	1	
18.09.2004	2	83052	11	1	
19.09.2004	1	14185	20	1	
19.09.2004	1	21270	11	1	
19.09.2004	1	25445	14	1	
19.09.2004	1	32540	13	1	
19.09.2004	1	33339	13	1	
19.09.2004	1	45816	14	1	
19.09.2004	1	57168	13	1	
19.09.2004	1	57922	14	1	
19.09.2004	1	66005	10	1	
19.09.2004	1	73820	19	1	
19.09.2004	1	83454	11	1	
19.09.2004	2	10350	20	1	
19.09.2004	2	11291	15	1	
19.09.2004	2	11846	14	1	
19.09.2004	2	14185	10	1	
19.09.2004	2	21269	20	1	
19.09.2004	2	31054	20	1	
19.09.2004	2	33068	11	1	
19.09.2004	2	43723	11	1	
19.09.2004	2	71804	19	1	
20.09.2004	1	485	12	5	
20.09.2004	1	20508	11	1	
20.09.2004	1	31050	9	1	
20.09.2004	1	33339	11	1	
20.09.2004	1	45911	9	1	
20.09.2004	1	54311	12	1	
20.09.2004	1	62773	12	1	
20.09.2004	1	70284	15	1	
20.09.2004	1	71804	19	1	
20.09.2004	1	78981	20	1	
20.09.2004	1	82627	17	10	
20.09.2004	1	83052	14	1	
20.09.2004	1	83149	10	1	
20.09.2004	1	83454	13	1	
20.09.2004	1	84846	15	1	
20.09.2004	2	10350	18	1	
20.09.2004	2	14185	11	1	
20.09.2004	2	24061	13	1	
20.09.2004	2	24061	20	1	
20.09.2004	2	28092	16	1	
20.09.2004	2	32273	20	1	
20.09.2004	2	32540	12	1	
20.09.2004	2	32540	13	2	
20.09.2004	2	32540	14	5	
20.09.2004	2	33338	11	1	
20.09.2004	2	33338	12	1	
20.09.2004	2	40372	17	1	
20.09.2004	2	71804	17	1	
20.09.2004	2	83563	11	1	
21.09.2004	1	485	13	10	
21.09.2004	1	1151	11	1	
21.09.2004	1	1151	18	1	
21.09.2004	1	10350	14	1	
21.09.2004	1	20539	12	1	
21.09.2004	1	21269	9	1	
21.09.2004	1	21270	11	1	
21.09.2004	1	31050	18	1	
21.09.2004	1	31050	19	1	
21.09.2004	1	33514	18	1	
21.09.2004	1	45911	15	1	
21.09.2004	1	52458	18	1	
21.09.2004	1	58040	17	1	
21.09.2004	1	73820	12	1	
21.09.2004	1	82627	10	1	
21.09.2004	1	84713	14	1	
21.09.2004	1	84846	16	1	
21.09.2004	2	10350	21	1	
21.09.2004	2	21269	18	1	
21.09.2004	2	32435	12	1	
21.09.2004	2	33338	18	1	
21.09.2004	2	75406	18	1	
21.09.2004	2	82545	19	1	
22.09.2004	1	11945	17	1	
22.09.2004	1	20475	18	1	
22.09.2004	1	43711	17	2	
22.09.2004	1	64915	18	1	
22.09.2004	1	78981	11	1	
22.09.2004	2	10350	14	1	
22.09.2004	2	14185	12	1	
22.09.2004	2	32540	10	1	
22.09.2004	2	33338	13	1	
22.09.2004	2	33338	18	1	
22.09.2004	2	42879	18	1	
22.09.2004	2	54311	15	1	
22.09.2004	2	62773	10	1	
22.09.2004	2	65841	19	1	
23.09.2004	1	31050	12	1	
23.09.2004	1	33339	15	1	
23.09.2004	1	33339	20	1	
23.09.2004	1	40349	18	1	
23.09.2004	1	40358	10	3	
23.09.2004	1	41528	16	1	
23.09.2004	1	43711	17	2	
23.09.2004	2	828	15	1	
23.09.2004	2	2290	17	1	
23.09.2004	2	10350	11	1	
23.09.2004	2	10350	16	1	
23.09.2004	2	11291	17	1	
23.09.2004	2	33338	14	1	
23.09.2004	2	40358	20	1	
23.09.2004	2	84955	14	5	
24.09.2004	1	485	10	2	
24.09.2004	1	11945	17	2	
24.09.2004	1	24909	10	1	
24.09.2004	1	32540	15	2	
24.09.2004	1	32540	18	1	
24.09.2004	1	33339	12	1	
24.09.2004	1	33461	12	1	
24.09.2004	1	33514	12	1	
24.09.2004	1	33514	17	2	
24.09.2004	1	45911	10	1	
24.09.2004	1	52458	11	1	
24.09.2004	1	57922	15	1	
24.09.2004	1	58040	19	1	
24.09.2004	1	66642	10	1	
24.09.2004	1	82154	20	1	
24.09.2004	1	82545	13	1	
24.09.2004	1	82627	11	6	
24.09.2004	1	83149	13	1	
24.09.2004	2	10350	21	1	
24.09.2004	2	20475	16	1	
24.09.2004	2	27498	17	1	
24.09.2004	2	32273	14	1	
24.09.2004	2	33338	16	1	
24.09.2004	2	36259	10	1	
24.09.2004	2	36259	21	1	
24.09.2004	2	43723	20	2	
24.09.2004	2	56777	12	1	
25.09.2004	1	1151	13	1	
25.09.2004	1	10350	17	1	
25.09.2004	1	10650	10	1	
25.09.2004	1	11827	11	1	
25.09.2004	1	27490	14	1	
25.09.2004	1	33514	19	1	
25.09.2004	1	45448	11	1	
25.09.2004	1	52458	17	1	
25.09.2004	1	83215	14	1	
25.09.2004	1	84907	20	1	
25.09.2004	2	14185	12	1	
25.09.2004	2	28092	19	1	
25.09.2004	2	32540	18	1	
25.09.2004	2	32540	19	2	
25.09.2004	2	33338	18	1	
25.09.2004	2	40358	14	1	
25.09.2004	2	43723	14	2	
25.09.2004	2	56777	11	1	
25.09.2004	2	58592	19	1	
25.09.2004	2	84846	16	1	
26.09.2004	1	485	19	3	
26.09.2004	1	2291	18	1	
26.09.2004	1	10258	13	1	
26.09.2004	1	24909	14	1	
26.09.2004	1	25445	14	1	
26.09.2004	1	40358	9	1	
26.09.2004	1	45810	11	1	
26.09.2004	1	52458	10	1	
26.09.2004	1	82545	12	1	
26.09.2004	1	83215	19	1	
26.09.2004	1	84846	17	1	
26.09.2004	2	33068	12	1	
26.09.2004	2	33338	14	1	
26.09.2004	2	33461	11	1	
26.09.2004	2	43723	11	3	
26.09.2004	2	43723	15	1	
26.09.2004	2	57923	17	1	
26.09.2004	2	62773	12	1	
27.09.2004	1	485	18	2	
27.09.2004	1	844	18	1	
27.09.2004	1	2291	16	1	
27.09.2004	1	21269	20	1	
27.09.2004	1	27498	16	1	
27.09.2004	1	28551	19	1	
27.09.2004	1	31050	16	1	
27.09.2004	1	32427	18	1	
27.09.2004	1	33339	11	1	
27.09.2004	1	33339	14	1	
27.09.2004	1	51407	20	1	
27.09.2004	1	82154	18	1	
27.09.2004	1	82545	14	1	
27.09.2004	1	82545	17	1	
27.09.2004	1	84846	18	1	
27.09.2004	1	84846	19	1	
27.09.2004	1	84955	19	10	
27.09.2004	2	11242	15	1	
27.09.2004	2	32540	20	2	
27.09.2004	2	56777	12	1	
27.09.2004	2	66647	20	1	
27.09.2004	2	79038	17	1	
28.09.2004	1	10350	17	1	
28.09.2004	1	10650	11	1	
28.09.2004	1	21269	14	1	
28.09.2004	1	31050	17	1	
28.09.2004	1	32540	16	1	
28.09.2004	1	32540	17	2	
28.09.2004	1	33339	12	1	
28.09.2004	1	38453	18	1	
28.09.2004	1	58040	20	1	
28.09.2004	1	73820	12	1	
28.09.2004	1	82545	15	1	
28.09.2004	1	82616	12	1	
28.09.2004	1	84713	11	1	
28.09.2004	1	84902	10	1	
28.09.2004	1	84955	16	3	
28.09.2004	2	31050	13	1	
28.09.2004	2	32540	19	4	
28.09.2004	2	33338	13	1	
28.09.2004	2	45911	17	1	
29.09.2004	1	477	14	4	
29.09.2004	1	828	15	1	
29.09.2004	1	2290	17	1	
29.09.2004	1	20529	16	1	
29.09.2004	1	21269	9	1	
29.09.2004	1	21269	20	1	
29.09.2004	1	31050	15	1	
29.09.2004	1	31054	12	1	
29.09.2004	1	32273	11	1	
29.09.2004	1	43711	11	1	
29.09.2004	1	45807	15	1	
29.09.2004	1	45910	14	1	
29.09.2004	1	52458	11	1	
29.09.2004	1	79052	11	1	
29.09.2004	1	83149	20	1	
29.09.2004	1	83454	20	1	
29.09.2004	2	10650	13	1	
29.09.2004	2	21270	16	1	
29.09.2004	2	32273	19	1	
29.09.2004	2	32540	19	2	
29.09.2004	2	33037	16	1	
29.09.2004	2	43711	16	2	
29.09.2004	2	43711	20	1	
29.09.2004	2	62773	19	1	
30.09.2004	1	10350	19	1	
30.09.2004	1	11292	17	1	
30.09.2004	1	12007	17	1	
30.09.2004	1	20539	19	1	
30.09.2004	1	21269	18	1	
30.09.2004	1	31050	16	2	
30.09.2004	1	33338	18	1	
30.09.2004	1	33339	16	1	
30.09.2004	1	43711	17	5	
30.09.2004	1	57168	19	1	
30.09.2004	1	58592	12	1	
30.09.2004	1	62773	18	1	
30.09.2004	1	79052	17	1	
30.09.2004	1	83149	16	1	
30.09.2004	1	84907	13	1	
30.09.2004	1	84907	19	1	
30.09.2004	2	10350	19	1	
30.09.2004	2	21269	17	1	
30.09.2004	2	25445	17	1	
30.09.2004	2	31050	16	1	
30.09.2004	2	32540	18	1	
30.09.2004	2	82545	18	2	
30.09.2004	2	82545	20	1	
30.09.2004	2	82616	17	1	
01.10.2004	1	28092	17	1	
01.10.2004	1	31050	18	2	
01.10.2004	1	33338	17	1	
01.10.2004	1	45804	11	1	
01.10.2004	1	45910	10	2	
01.10.2004	1	51407	17	2	
01.10.2004	1	64915	19	1	
01.10.2004	1	71804	11	1	
01.10.2004	1	82545	19	1	
01.10.2004	1	83149	17	1	
01.10.2004	1	84902	20	1	
01.10.2004	1	84907	19	1	
01.10.2004	2	10350	16	1	
01.10.2004	2	31050	19	1	
01.10.2004	2	31054	16	1	
01.10.2004	2	32427	12	1	
01.10.2004	2	33068	19	1	
01.10.2004	2	33338	12	1	
01.10.2004	2	36259	13	1	
01.10.2004	2	36259	16	1	
01.10.2004	2	50850	9	1	
01.10.2004	2	71804	20	4	
01.10.2004	2	79038	17	1	
01.10.2004	2	79107	11	1	
01.10.2004	2	84955	11	10	
01.10.2004	3	20530	10	1	
01.10.2004	3	21269	18	1	
01.10.2004	3	25445	17	1	
01.10.2004	3	27490	17	1	
01.10.2004	3	66644	10	1	
02.10.2004	1	828	19	2	
02.10.2004	1	11308	18	1	
02.10.2004	1	20475	16	1	
02.10.2004	1	20530	16	1	
02.10.2004	1	32273	10	1	
02.10.2004	1	70284	14	1	
02.10.2004	1	75406	16	1	
02.10.2004	1	84902	11	1	
02.10.2004	1	85033	13	1	
02.10.2004	2	10350	14	1	
02.10.2004	2	10350	17	1	
02.10.2004	2	10350	21	1	
02.10.2004	2	31050	19	1	
02.10.2004	2	32540	12	1	
02.10.2004	2	33338	12	1	
02.10.2004	2	33514	13	5	
02.10.2004	2	36259	19	1	
02.10.2004	2	38453	16	1	
02.10.2004	2	38453	18	1	
02.10.2004	2	45807	14	1	
02.10.2004	2	45911	19	1	
02.10.2004	2	71804	12	1	
02.10.2004	2	71804	18	1	
02.10.2004	2	79038	20	2	
02.10.2004	2	82545	12	1	
02.10.2004	3	28560	17	1	
02.10.2004	3	33514	11	1	
02.10.2004	3	41527	15	1	
02.10.2004	3	82545	11	2	
02.10.2004	3	83052	13	1	
02.10.2004	3	83215	16	1	
02.10.2004	3	84955	14	10	
03.10.2004	1	828	16	1	
03.10.2004	1	12007	12	1	
03.10.2004	1	12007	20	1	
03.10.2004	1	28560	16	1	
03.10.2004	1	31050	11	1	
03.10.2004	1	31050	13	1	
03.10.2004	1	32427	11	1	
03.10.2004	1	33338	18	1	
03.10.2004	1	58592	19	1	
03.10.2004	1	71804	15	2	
03.10.2004	1	71804	16	1	
03.10.2004	1	82545	13	1	
03.10.2004	1	84846	19	1	
03.10.2004	1	84955	12	10	
03.10.2004	1	85033	10	1	
03.10.2004	2	10350	16	1	
03.10.2004	2	31050	13	1	
03.10.2004	2	31051	11	1	
03.10.2004	2	33338	11	1	
03.10.2004	2	33338	17	1	
03.10.2004	2	33461	10	1	
03.10.2004	2	45910	14	2	
03.10.2004	2	79038	10	2	
03.10.2004	2	84713	19	1	
03.10.2004	2	84769	14	1	
03.10.2004	3	12017	20	1	
03.10.2004	3	32427	16	1	
03.10.2004	3	33068	15	1	
03.10.2004	3	33448	15	1	
03.10.2004	3	36259	12	1	
03.10.2004	3	36259	16	1	
03.10.2004	3	45804	13	1	
03.10.2004	3	45810	11	1	
03.10.2004	3	83454	14	1	
04.10.2004	1	477	15	1	
04.10.2004	1	485	15	2	
04.10.2004	1	11292	11	1	
04.10.2004	1	11292	20	2	
04.10.2004	1	28092	13	1	
04.10.2004	1	31054	17	1	
04.10.2004	1	33339	17	1	
04.10.2004	1	45910	12	1	
04.10.2004	1	56778	18	1	
04.10.2004	1	58592	14	1	
04.10.2004	1	62773	14	1	
04.10.2004	1	70284	12	1	
04.10.2004	1	83149	20	1	
04.10.2004	1	85033	12	1	
04.10.2004	2	828	17	1	
04.10.2004	2	2290	17	1	
04.10.2004	2	11291	18	1	
04.10.2004	2	31051	14	1	
04.10.2004	2	32540	20	1	
04.10.2004	2	33068	15	1	
04.10.2004	2	45910	17	1	
04.10.2004	2	56777	12	1	
04.10.2004	2	70286	20	1	
04.10.2004	2	78983	15	1	
04.10.2004	2	82545	15	1	
04.10.2004	2	82545	16	1	
04.10.2004	2	83052	18	1	
04.10.2004	2	83215	19	1	
04.10.2004	3	20529	17	1	
04.10.2004	3	21269	17	1	
04.10.2004	3	21269	19	1	
04.10.2004	3	27498	11	1	
04.10.2004	3	28551	10	1	
04.10.2004	3	32427	15	1	
04.10.2004	3	42879	19	1	
04.10.2004	3	43711	14	2	
04.10.2004	3	84907	14	1	
05.10.2004	1	11292	10	1	
05.10.2004	1	11292	12	1	
05.10.2004	1	11292	20	1	
05.10.2004	1	27498	10	1	
05.10.2004	1	33036	17	1	
05.10.2004	1	33036	18	1	
05.10.2004	1	33339	16	1	
05.10.2004	1	33514	18	2	
05.10.2004	1	36259	20	1	
05.10.2004	1	43711	17	2	
05.10.2004	1	57168	14	1	
05.10.2004	1	84713	20	1	
05.10.2004	1	84955	20	3	
05.10.2004	2	14185	16	1	
05.10.2004	2	21269	18	1	
05.10.2004	2	28092	13	1	
05.10.2004	2	28092	20	1	
05.10.2004	2	31054	18	1	
05.10.2004	2	32540	12	1	
05.10.2004	2	32540	16	1	
05.10.2004	2	32540	20	1	
05.10.2004	2	42879	20	1	
05.10.2004	2	45910	17	1	
05.10.2004	2	45911	17	3	
05.10.2004	2	62773	12	1	
05.10.2004	2	62773	16	1	
05.10.2004	2	66647	16	1	
05.10.2004	2	79038	20	1	
05.10.2004	2	83052	19	1	
05.10.2004	3	2823	17	1	
05.10.2004	3	10350	19	1	
05.10.2004	3	27490	10	1	
05.10.2004	3	31054	19	1	
05.10.2004	3	32435	11	1	
05.10.2004	3	32540	9	1	
05.10.2004	3	52458	17	1	
05.10.2004	3	58040	11	1	
05.10.2004	3	82545	15	1	
05.10.2004	3	83052	18	1	
05.10.2004	3	83563	13	1	
05.10.2004	3	84907	15	1	
05.10.2004	3	84907	19	1	
06.10.2004	1	477	12	10	
06.10.2004	1	2827	19	1	
06.10.2004	1	11292	12	1	
06.10.2004	1	12742	17	1	
06.10.2004	1	21269	14	1	
06.10.2004	1	21269	17	1	
06.10.2004	1	33448	19	1	
06.10.2004	1	33514	14	1	
06.10.2004	1	33514	15	1	
06.10.2004	1	33514	19	1	
06.10.2004	1	56778	17	1	
06.10.2004	1	57168	16	1	
06.10.2004	1	57922	11	1	
06.10.2004	1	66644	10	1	
06.10.2004	1	82154	17	1	
06.10.2004	1	84846	12	1	
06.10.2004	1	84907	9	1	
06.10.2004	1	84955	17	5	
06.10.2004	2	1138	15	1	
06.10.2004	2	10350	10	1	
06.10.2004	2	21269	14	1	
06.10.2004	2	31054	19	1	
06.10.2004	2	32427	18	1	
06.10.2004	2	32540	20	1	
06.10.2004	2	33461	12	1	
06.10.2004	2	54311	18	1	
06.10.2004	2	58040	13	1	
06.10.2004	2	82545	17	1	
06.10.2004	2	82545	20	2	
06.10.2004	2	83052	21	1	
06.10.2004	2	83149	14	1	
06.10.2004	2	83215	18	1	
06.10.2004	2	84769	11	1	
06.10.2004	3	1151	18	1	
06.10.2004	3	11846	18	1	
06.10.2004	3	21269	18	1	
06.10.2004	3	31054	18	1	
06.10.2004	3	32540	18	1	
06.10.2004	3	52458	18	3	
06.10.2004	3	65840	18	1	
06.10.2004	3	79052	18	1	
06.10.2004	3	82545	18	1	
06.10.2004	3	83052	18	1	
06.10.2004	3	84907	18	3	
07.10.2004	1	11292	18	1	
07.10.2004	1	21269	19	1	
07.10.2004	1	24910	17	3	
07.10.2004	1	27476	12	1	
07.10.2004	1	28092	14	1	
07.10.2004	1	32540	11	1	
07.10.2004	1	32540	18	2	
07.10.2004	1	33339	11	1	
07.10.2004	1	43711	10	2	
07.10.2004	1	45911	13	1	
07.10.2004	1	82154	16	1	
07.10.2004	1	82235	21	1	
07.10.2004	1	83052	15	1	
07.10.2004	1	83215	16	1	
07.10.2004	1	84846	21	1	
07.10.2004	1	84907	11	1	
07.10.2004	2	10350	10	1	
07.10.2004	2	10350	12	2	
07.10.2004	2	33037	19	1	
07.10.2004	2	33038	13	1	
07.10.2004	2	33461	16	1	
07.10.2004	2	43711	12	3	
07.10.2004	2	43711	21	1	
07.10.2004	2	65841	17	1	
07.10.2004	2	82545	19	1	
07.10.2004	3	828	19	1	
07.10.2004	3	11945	16	1	
07.10.2004	3	11945	17	1	
07.10.2004	3	14185	11	1	
07.10.2004	3	14185	13	1	
07.10.2004	3	20530	9	1	
07.10.2004	3	32438	20	1	
07.10.2004	3	33338	10	1	
07.10.2004	3	33338	17	1	
07.10.2004	3	36259	11	1	
07.10.2004	3	41527	11	1	
07.10.2004	3	42879	12	1	
07.10.2004	3	52458	11	1	
07.10.2004	3	72057	20	2	
07.10.2004	3	79052	10	1	
07.10.2004	3	84907	12	1	
07.10.2004	3	84907	16	1	
08.10.2004	1	828	10	1	
08.10.2004	1	849	17	1	
08.10.2004	1	27498	20	1	
08.10.2004	1	28092	17	1	
08.10.2004	1	33338	10	1	
08.10.2004	1	45804	19	1	
08.10.2004	1	51407	17	1	
08.10.2004	1	71804	9	2	
08.10.2004	1	83052	17	2	
08.10.2004	1	83052	20	1	
08.10.2004	1	83149	9	1	
08.10.2004	1	84846	16	1	
08.10.2004	2	21269	17	1	
08.10.2004	2	21270	17	1	
08.10.2004	2	31050	17	1	
08.10.2004	2	73820	15	1	
08.10.2004	2	82545	11	1	
08.10.2004	2	83052	16	1	
08.10.2004	2	83149	13	1	
08.10.2004	2	84812	21	1	
08.10.2004	2	84846	18	1	
08.10.2004	3	477	12	1	
08.10.2004	3	828	12	1	
08.10.2004	3	1145	9	1	
08.10.2004	3	1151	17	1	
08.10.2004	3	21269	9	1	
08.10.2004	3	25445	18	1	
08.10.2004	3	32270	12	1	
08.10.2004	3	32427	19	1	
08.10.2004	3	38453	14	1	
08.10.2004	3	45803	14	1	
08.10.2004	3	54311	18	1	
08.10.2004	3	58592	18	1	
08.10.2004	3	70284	16	1	
08.10.2004	3	78981	15	1	
08.10.2004	3	82545	12	1	
08.10.2004	3	82545	13	1	
08.10.2004	3	82545	15	2	
08.10.2004	3	82545	16	1	
08.10.2004	3	83052	20	1	
08.10.2004	3	83563	15	1	
09.10.2004	1	10350	15	1	
09.10.2004	1	11292	9	1	
09.10.2004	1	11945	19	2	
09.10.2004	1	15955	13	3	
09.10.2004	1	21269	10	1	
09.10.2004	1	21269	12	1	
09.10.2004	1	27490	19	1	
09.10.2004	1	32540	9	1	
09.10.2004	1	32540	14	1	
09.10.2004	1	33339	15	1	
09.10.2004	1	43711	12	1	
09.10.2004	1	52458	12	1	
09.10.2004	1	79052	14	1	
09.10.2004	1	79052	17	2	
09.10.2004	1	82545	11	1	
09.10.2004	1	84846	14	1	
09.10.2004	1	85033	18	1	
09.10.2004	2	2291	13	1	
09.10.2004	2	28560	10	1	
09.10.2004	2	32540	16	1	
09.10.2004	2	33338	20	1	
09.10.2004	2	43711	16	1	
09.10.2004	3	477	17	1	
09.10.2004	3	11846	17	1	
09.10.2004	3	28092	14	1	
09.10.2004	3	28551	11	1	
09.10.2004	3	33037	17	1	
09.10.2004	3	33338	11	1	
09.10.2004	3	33338	14	1	
09.10.2004	3	36259	15	1	
09.10.2004	3	40358	13	1	
09.10.2004	3	57922	14	1	
09.10.2004	3	83454	19	1	
09.10.2004	3	84907	13	1	
09.10.2004	3	84955	18	10	
10.10.2004	1	485	13	2	
10.10.2004	1	828	14	4	
10.10.2004	1	1145	15	1	
10.10.2004	1	10258	16	1	
10.10.2004	1	11292	11	2	
10.10.2004	1	12007	9	1	
10.10.2004	1	24909	9	1	
10.10.2004	1	24910	16	2	
10.10.2004	1	32273	10	1	
10.10.2004	1	33338	17	1	
10.10.2004	1	43711	12	1	
10.10.2004	1	83454	14	1	
10.10.2004	2	828	13	1	
10.10.2004	2	20013	20	1	
10.10.2004	2	27490	14	1	
10.10.2004	2	28092	19	1	
10.10.2004	2	28551	18	1	
10.10.2004	2	28551	19	1	
10.10.2004	2	41527	10	1	
10.10.2004	2	75406	19	1	
10.10.2004	2	79124	16	1	
